ensembl_gene_id	external_gene_name	gene_biotype	description
ENSRNOG00000020197	Cd248	protein_coding	CD248 molecule [Source:RGD Symbol;Acc:1310404]
ENSRNOG00000020201	Yif1a	protein_coding	Yip1 interacting factor homolog A, membrane trafficking protein [Source:RGD Symbol;Acc:628749]
ENSRNOG00000020202	Asrgl1	protein_coding	asparaginase and isoaspartyl peptidase 1 [Source:RGD Symbol;Acc:708526]
ENSRNOG00000020206	Ctsd	protein_coding	cathepsin D [Source:RGD Symbol;Acc:621511]
ENSRNOG00000020233	Rabac1	protein_coding	Rab acceptor 1 [Source:RGD Symbol;Acc:621002]
ENSRNOG00000020235	Hnrnpl	protein_coding	heterogeneous nuclear ribonucleoprotein L [Source:RGD Symbol;Acc:71059]
ENSRNOG00000020242	Art5	protein_coding	ADP-ribosyltransferase 5 [Source:RGD Symbol;Acc:628834]
ENSRNOG00000020245	Syt8	protein_coding	synaptotagmin 8 [Source:RGD Symbol;Acc:68399]
ENSRNOG00000020247	Cnih2	protein_coding	cornichon family AMPA receptor auxiliary protein 2 [Source:RGD Symbol;Acc:1304930]
ENSRNOG00000020248	Ina	protein_coding	internexin neuronal intermediate filament protein, alpha [Source:RGD Symbol;Acc:2911]
ENSRNOG00000020250	Pcgf6	protein_coding	polycomb group ring finger 6 [Source:RGD Symbol;Acc:1306904]
ENSRNOG00000020251	Art1	protein_coding	ADP-ribosyltransferase 1 [Source:RGD Symbol;Acc:1304591]
ENSRNOG00000020255	Sars1	protein_coding	seryl-tRNA synthetase 1 [Source:RGD Symbol;Acc:628813]
ENSRNOG00000020263	Atp1a3	protein_coding	ATPase Na+/K+ transporting subunit alpha 3 [Source:RGD Symbol;Acc:2169]
ENSRNOG00000020271	Tial1	protein_coding	Tia1 cytotoxic granule-associated RNA binding protein-like 1 [Source:RGD Symbol;Acc:1595845]
ENSRNOG00000020272	Elapor1	protein_coding	endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:MGI Symbol;Acc:MGI:1923930]
ENSRNOG00000020274	Taf5	protein_coding	TATA-box binding protein associated factor 5 [Source:RGD Symbol;Acc:1311332]
ENSRNOG00000020276	Tnni2	protein_coding	troponin I2, fast skeletal type [Source:RGD Symbol;Acc:62050]
ENSRNOG00000020279	Syt11	protein_coding	synaptotagmin 11 [Source:RGD Symbol;Acc:62042]
ENSRNOG00000020281	Kif22	protein_coding	kinesin family member 22 [Source:RGD Symbol;Acc:1311886]
ENSRNOG00000020289	Akt1s1	protein_coding	AKT1 substrate 1 [Source:RGD Symbol;Acc:1312049]
ENSRNOG00000020293	Chrna10	protein_coding	cholinergic receptor nicotinic alpha 10 subunit [Source:RGD Symbol;Acc:620142]
ENSRNOG00000020294	Scgb1d2	protein_coding	secretoglobin, family 1D, member 2 [Source:RGD Symbol;Acc:708459]
ENSRNOG00000020296	Atp5mk	protein_coding	ATP synthase membrane subunit k [Source:RGD Symbol;Acc:631426]
ENSRNOG00000020297	Gon4l	protein_coding	gon-4 like [Source:RGD Symbol;Acc:1564691]
ENSRNOG00000020298	Bag3	protein_coding	BAG cochaperone 3 [Source:RGD Symbol;Acc:1307794]
ENSRNOG00000020299	Klc2	protein_coding	kinesin light chain 2 [Source:RGD Symbol;Acc:1307377]
ENSRNOG00000020300	Lsp1	protein_coding	lymphocyte-specific protein 1 [Source:RGD Symbol;Acc:1306133]
ENSRNOG00000020301	Scgb1d4	protein_coding	secretoglobin family 1D member 4 [Source:RGD Symbol;Acc:1302961]
ENSRNOG00000020304	Pdcd11	protein_coding	programmed cell death 11 [Source:RGD Symbol;Acc:1304933]
ENSRNOG00000020305		protein_coding	
ENSRNOG00000020307	RGD1309139	protein_coding	similar to CG5435-PA [Source:RGD Symbol;Acc:1309139]
ENSRNOG00000020308	Ech1	protein_coding	enoyl-CoA hydratase 1 [Source:RGD Symbol;Acc:69353]
ENSRNOG00000020310	Grik5	protein_coding	glutamate ionotropic receptor kainate type subunit 5 [Source:RGD Symbol;Acc:2735]
ENSRNOG00000020315	Taf13	protein_coding	TATA-box binding protein associated factor 13 [Source:RGD Symbol;Acc:1305398]
ENSRNOG00000020318	Pnkp	protein_coding	polynucleotide kinase 3'-phosphatase [Source:RGD Symbol;Acc:1303331]
ENSRNOG00000020325	Calhm2	protein_coding	calcium homeostasis modulator family member 2 [Source:RGD Symbol;Acc:1308276]
ENSRNOG00000020330	Wdr47	protein_coding	WD repeat domain 47 [Source:RGD Symbol;Acc:1309181]
ENSRNOG00000020332	Tnnt3	protein_coding	troponin T3, fast skeletal type [Source:RGD Symbol;Acc:3883]
ENSRNOG00000020338	Lgals4	protein_coding	galectin 4 [Source:RGD Symbol;Acc:3003]
ENSRNOG00000020339	Neurl1	protein_coding	neuralized E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1307021]
ENSRNOG00000020346	Best1	protein_coding	bestrophin 1 [Source:RGD Symbol;Acc:1311656]
ENSRNOG00000020347	Nup98	protein_coding	nucleoporin 98 and 96 precursor [Source:RGD Symbol;Acc:71033]
ENSRNOG00000020349	Rab3il1	protein_coding	RAB3A interacting protein-like 1 [Source:RGD Symbol;Acc:619764]
ENSRNOG00000020350	Pacs1	protein_coding	phosphofurin acidic cluster sorting protein 1 [Source:RGD Symbol;Acc:620579]
ENSRNOG00000020353	Sh3pxd2a	protein_coding	SH3 and PX domains 2A [Source:RGD Symbol;Acc:1311185]
ENSRNOG00000020354	Mrpl23	protein_coding	mitochondrial ribosomal protein L23 [Source:RGD Symbol;Acc:68343]
ENSRNOG00000020357	Msto1	protein_coding	misato mitochondrial distribution and morphology regulator 1 [Source:RGD Symbol;Acc:1306110]
ENSRNOG00000020358	Ptov1	protein_coding	PTOV1, extended AT-hook containing adaptor protein [Source:RGD Symbol;Acc:1306977]
ENSRNOG00000020360	Clcc1	protein_coding	chloride channel CLIC-like 1 [Source:RGD Symbol;Acc:708359]
ENSRNOG00000020363	Med25	protein_coding	mediator complex subunit 25 [Source:RGD Symbol;Acc:1305137]
ENSRNOG00000020369	Igf2	protein_coding	insulin-like growth factor 2 [Source:RGD Symbol;Acc:2870]
ENSRNOG00000020371	Pgap2	protein_coding	post-GPI attachment to proteins 2 [Source:RGD Symbol;Acc:619744]
ENSRNOG00000020373	Dap3	protein_coding	death associated protein 3 [Source:RGD Symbol;Acc:1305339]
ENSRNOG00000020376	Stn1	protein_coding	STN1 subunit of CST complex [Source:RGD Symbol;Acc:1305637]
ENSRNOG00000020380	Lgals7	protein_coding	galectin 7 [Source:RGD Symbol;Acc:61951]
ENSRNOG00000020385	Fads3	protein_coding	fatty acid desaturase 3 [Source:RGD Symbol;Acc:628876]
ENSRNOG00000020386	Ash1l	protein_coding	ASH1 like histone lysine methyltransferase [Source:RGD Symbol;Acc:1306350]
ENSRNOG00000020388	Inpp5f	protein_coding	inositol polyphosphate-5-phosphatase F [Source:RGD Symbol;Acc:1305777]
ENSRNOG00000020389	Capn12	protein_coding	calpain 12 [Source:RGD Symbol;Acc:1307341]
ENSRNOG00000020392	Stxbp3	protein_coding	syntaxin binding protein 3 [Source:RGD Symbol;Acc:619968]
ENSRNOG00000020393	Rhog	protein_coding	ras homolog family member G [Source:RGD Symbol;Acc:621310]
ENSRNOG00000020394	Mcmbp	protein_coding	minichromosome maintenance complex binding protein [Source:RGD Symbol;Acc:1306730]
ENSRNOG00000020405	Ins2	protein_coding	insulin 2 [Source:RGD Symbol;Acc:2916]
ENSRNOG00000020409	AABR07006111.1	protein_coding	
ENSRNOG00000020410	Th	protein_coding	tyrosine hydroxylase [Source:RGD Symbol;Acc:3853]
ENSRNOG00000020411	Sec23ip	protein_coding	SEC23 interacting protein [Source:RGD Symbol;Acc:1309328]
ENSRNOG00000020412	Sf3b2	protein_coding	splicing factor 3b, subunit 2 [Source:RGD Symbol;Acc:1307159]
ENSRNOG00000020417	Gsk3a	protein_coding	glycogen synthase kinase 3 alpha [Source:RGD Symbol;Acc:620351]
ENSRNOG00000020420	Pklr	protein_coding	pyruvate kinase L/R [Source:RGD Symbol;Acc:3336]
ENSRNOG00000020421	Fndc7	protein_coding	fibronectin type III domain containing 7 [Source:RGD Symbol;Acc:1309189]
ENSRNOG00000020424	Plpp4	protein_coding	phospholipid phosphatase 4 [Source:RGD Symbol;Acc:1306289]
ENSRNOG00000020425	Stim1	protein_coding	stromal interaction molecule 1 [Source:RGD Symbol;Acc:1306831]
ENSRNOG00000020426	Erf	protein_coding	Ets2 repressor factor [Source:RGD Symbol;Acc:1311991]
ENSRNOG00000020430	Wdr11	protein_coding	WD repeat domain 11 [Source:RGD Symbol;Acc:1587347]
ENSRNOG00000020433	Actn4	protein_coding	actinin alpha 4 [Source:RGD Symbol;Acc:61816]
ENSRNOG00000020434	Ascl2	protein_coding	achaete-scute family bHLH transcription factor 2 [Source:RGD Symbol;Acc:2159]
ENSRNOG00000020438	Prpf38b	protein_coding	pre-mRNA processing factor 38B [Source:RGD Symbol;Acc:1562940]
ENSRNOG00000020440	Fads2	protein_coding	fatty acid desaturase 2 [Source:RGD Symbol;Acc:68339]
ENSRNOG00000020443	Tsks	protein_coding	testis-specific serine kinase substrate [Source:RGD Symbol;Acc:727784]
ENSRNOG00000020444	Hcn3	protein_coding	hyperpolarization-activated cyclic nucleotide-gated potassium channel 3 [Source:RGD Symbol;Acc:620691]
ENSRNOG00000020446	AABR07005838.1	protein_coding	uncharacterized LOC102555739 [Source:RGD Symbol;Acc:7704573]
ENSRNOG00000020451	Cd81	protein_coding	Cd81 molecule [Source:RGD Symbol;Acc:2315]
ENSRNOG00000020452	Nsmce4a	protein_coding	NSE4 homolog A, SMC5-SMC6 complex component [Source:MGI Symbol;Acc:MGI:1915122]
ENSRNOG00000020455	Cst6	protein_coding	cystatin E/M [Source:RGD Symbol;Acc:628799]
ENSRNOG00000020456	Nucb2	protein_coding	nucleobindin 2 [Source:RGD Symbol;Acc:620888]
ENSRNOG00000020457	Tacc2	protein_coding	transforming, acidic coiled-coil containing protein 2 [Source:RGD Symbol;Acc:1303004]
ENSRNOG00000020460	Banf1	protein_coding	BAF nuclear assembly factor 1 [Source:RGD Symbol;Acc:620662]
ENSRNOG00000020463	Eif1ad	protein_coding	eukaryotic translation initiation factor 1A domain containing [Source:RGD Symbol;Acc:1304686]
ENSRNOG00000020470	Slc25a24	protein_coding	solute carrier family 25 member 24 [Source:RGD Symbol;Acc:1311982]
ENSRNOG00000020475	Sart1	protein_coding	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:RGD Symbol;Acc:61930]
ENSRNOG00000020477	AABR07005533.1	protein_coding	CCA tRNA nucleotidyltransferase 1, mitochondrial-like [Source:RGD Symbol;Acc:6494996]
ENSRNOG00000020479	Pik3c2a	protein_coding	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:RGD Symbol;Acc:1310389]
ENSRNOG00000020480	Fads1	protein_coding	fatty acid desaturase 1 [Source:RGD Symbol;Acc:621678]
ENSRNOG00000020481	Pafah1b3	protein_coding	platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 [Source:RGD Symbol;Acc:620333]
ENSRNOG00000020484	Trpm5	protein_coding	transient receptor potential cation channel, subfamily M, member 5 [Source:RGD Symbol;Acc:1310620]
ENSRNOG00000020485	Vav3	protein_coding	vav guanine nucleotide exchange factor 3 [Source:RGD Symbol;Acc:1565941]
ENSRNOG00000020486	Bcl2l12	protein_coding	BCL2 like 12 [Source:RGD Symbol;Acc:1307361]
ENSRNOG00000020489	Tmem145	protein_coding	transmembrane protein 145 [Source:RGD Symbol;Acc:1595911]
ENSRNOG00000020495	Eif3k	protein_coding	eukaryotic translation initiation factor 3, subunit K [Source:RGD Symbol;Acc:1309221]
ENSRNOG00000020497	Plekha1	protein_coding	pleckstrin homology domain containing A1 [Source:RGD Symbol;Acc:1564153]
ENSRNOG00000020500	Clk2	protein_coding	secretory carrier membrane protein 3 [Source:RGD Symbol;Acc:68351]
ENSRNOG00000020505	Map4k1	protein_coding	mitogen activated protein kinase kinase kinase kinase 1 [Source:RGD Symbol;Acc:1305463]
ENSRNOG00000020514	Sox6	protein_coding	SRY-box transcription factor 6 [Source:RGD Symbol;Acc:1309000]
ENSRNOG00000020517	Prrg2	protein_coding	proline rich and Gla domain 2 [Source:RGD Symbol;Acc:1305444]
ENSRNOG00000020518	Fam189b	protein_coding	family with sequence similarity 189, member B [Source:RGD Symbol;Acc:1306107]
ENSRNOG00000020527	Drap1	protein_coding	Dr1 associated protein 1 [Source:RGD Symbol;Acc:1308477]
ENSRNOG00000020530	Cnfn	protein_coding	cornifelin [Source:RGD Symbol;Acc:1563577]
ENSRNOG00000020531	Fen1	protein_coding	flap structure-specific endonuclease 1 [Source:RGD Symbol;Acc:621821]
ENSRNOG00000020532	Kcnq1	protein_coding	potassium voltage-gated channel subfamily Q member 1 [Source:RGD Symbol;Acc:621503]
ENSRNOG00000020533	Htra1	protein_coding	HtrA serine peptidase 1 [Source:RGD Symbol;Acc:69235]
ENSRNOG00000020538	AC121639.1	protein_coding	
ENSRNOG00000020539	Muc1	protein_coding	mucin 1, cell surface associated [Source:RGD Symbol;Acc:3122]
ENSRNOG00000020542	Krtcap2	protein_coding	keratinocyte associated protein 2 [Source:RGD Symbol;Acc:1308413]
ENSRNOG00000020543	Nosip	protein_coding	nitric oxide synthase interacting protein [Source:RGD Symbol;Acc:1309992]
ENSRNOG00000020546	Lipe	protein_coding	lipase E, hormone sensitive type [Source:RGD Symbol;Acc:3010]
ENSRNOG00000020551	Bles03	protein_coding	basophilic leukemia expressed protein BLES03 [Source:RGD Symbol;Acc:628612]
ENSRNOG00000020552	Fosl1	protein_coding	FOS like 1, AP-1 transcription factor subunit [Source:RGD Symbol;Acc:2627]
ENSRNOG00000020554	Slc50a1	protein_coding	solute carrier family 50 member 1 [Source:RGD Symbol;Acc:1308478]
ENSRNOG00000020557	Ryr1	protein_coding	ryanodine receptor 1 [Source:RGD Symbol;Acc:1586637]
ENSRNOG00000020560	AABR07005821.1	protein_coding	deleted in malignant brain tumors 1 [Source:RGD Symbol;Acc:61984]
ENSRNOG00000020562	Slc22a18	protein_coding	solute carrier family 22, member 18 [Source:RGD Symbol;Acc:1303323]
ENSRNOG00000020567	Fibp	protein_coding	FGF1 intracellular binding protein [Source:RGD Symbol;Acc:628715]
ENSRNOG00000020573	Efna1	protein_coding	ephrin A1 [Source:RGD Symbol;Acc:620388]
ENSRNOG00000020578	Ceacam1	protein_coding	CEA cell adhesion molecule 1 [Source:RGD Symbol;Acc:67396]
ENSRNOG00000020583	Fcgrt	protein_coding	Fc fragment of IgG receptor and transporter [Source:RGD Symbol;Acc:61811]
ENSRNOG00000020587	Efemp2	protein_coding	EGF containing fibulin extracellular matrix protein 2 [Source:RGD Symbol;Acc:1359496]
ENSRNOG00000020588	Efna4	protein_coding	ephrin A4 [Source:RGD Symbol;Acc:1307808]
ENSRNOG00000020590	Adam15	protein_coding	ADAM metallopeptidase domain 15 [Source:RGD Symbol;Acc:620402]
ENSRNOG00000020595	Rps11	protein_coding	ribosomal protein S11 [Source:RGD Symbol;Acc:621026]
ENSRNOG00000020596	Dmac2	protein_coding	distal membrane arm assembly component 2 [Source:RGD Symbol;Acc:1549698]
ENSRNOG00000020597	RGD1305014	protein_coding	similar to RIKEN cDNA 2310057M21 [Source:RGD Symbol;Acc:1305014]
ENSRNOG00000020598	Kcnk6	protein_coding	potassium two pore domain channel subfamily K member 6 [Source:RGD Symbol;Acc:621450]
ENSRNOG00000020605	Pstk	protein_coding	phosphoseryl-tRNA kinase [Source:RGD Symbol;Acc:1564300]
ENSRNOG00000020607	Bckdha	protein_coding	branched chain keto acid dehydrogenase E1 subunit alpha [Source:RGD Symbol;Acc:2196]
ENSRNOG00000020614	Phlda2	protein_coding	pleckstrin homology-like domain, family A, member 2 [Source:RGD Symbol;Acc:1304755]
ENSRNOG00000020615	Nap1l4	protein_coding	nucleosome assembly protein 1-like 4 [Source:RGD Symbol;Acc:1305391]
ENSRNOG00000020617	Mus81	protein_coding	MUS81 structure-specific endonuclease subunit [Source:RGD Symbol;Acc:1311957]
ENSRNOG00000020618	AC099450.1	protein_coding	ribosomal protein L13A [Source:RGD Symbol;Acc:628697]
ENSRNOG00000020620	Ppp1r32	protein_coding	protein phosphatase 1, regulatory subunit 32 [Source:RGD Symbol;Acc:708532]
ENSRNOG00000020621	Dcst1	protein_coding	DC-STAMP domain containing 1 [Source:RGD Symbol;Acc:1307756]
ENSRNOG00000020623	Aldh16a1	protein_coding	aldehyde dehydrogenase 16 family, member A1 [Source:RGD Symbol;Acc:1566295]
ENSRNOG00000020624	Acadsb	protein_coding	acyl-CoA dehydrogenase, short/branched chain [Source:RGD Symbol;Acc:2013]
ENSRNOG00000020634	Pih1d1	protein_coding	PIH1 domain containing 1 [Source:RGD Symbol;Acc:1309809]
ENSRNOG00000020635	Exosc5	protein_coding	exosome component 5 [Source:RGD Symbol;Acc:1307861]
ENSRNOG00000020636	Spint2	protein_coding	serine peptidase inhibitor, Kunitz type, 2 [Source:RGD Symbol;Acc:735123]
ENSRNOG00000020637	Hmx3	protein_coding	H6 family homeobox 3 [Source:RGD Symbol;Acc:1559927]
ENSRNOG00000020638	Hmx2	protein_coding	H6 family homeobox 2 [Source:RGD Symbol;Acc:1565366]
ENSRNOG00000020640	Zbtb7b	protein_coding	zinc finger and BTB domain containing 7B [Source:RGD Symbol;Acc:1305963]
ENSRNOG00000020642	Flad1	protein_coding	flavin adenine dinucleotide synthetase 1 [Source:RGD Symbol;Acc:1593292]
ENSRNOG00000020643	Bub3	protein_coding	BUB3 mitotic checkpoint protein [Source:RGD Symbol;Acc:1306654]
ENSRNOG00000020646	Sdhaf2	protein_coding	succinate dehydrogenase complex assembly factor 2 [Source:RGD Symbol;Acc:1309216]
ENSRNOG00000020650	Slc17a7	protein_coding	solute carrier family 17 member 7 [Source:RGD Symbol;Acc:620101]
ENSRNOG00000020651	Cars	protein_coding	cysteinyl-tRNA synthetase [Source:RGD Symbol;Acc:1310747]
ENSRNOG00000020652	Tgfb1	protein_coding	transforming growth factor, beta 1 [Source:RGD Symbol;Acc:69051]
ENSRNOG00000020657	Shc1	protein_coding	SHC adaptor protein 1 [Source:RGD Symbol;Acc:620446]
ENSRNOG00000020660	Cfl1	protein_coding	cofilin 1 [Source:RGD Symbol;Acc:69285]
ENSRNOG00000020663	Pygo2	protein_coding	pygopus family PHD finger 2 [Source:RGD Symbol;Acc:1308535]
ENSRNOG00000020668	Cpsf7	protein_coding	cleavage and polyadenylation specific factor 7 [Source:RGD Symbol;Acc:1305441]
ENSRNOG00000020669	Ovol1	protein_coding	ovo like transcriptional repressor 1 [Source:RGD Symbol;Acc:1306956]
ENSRNOG00000020673	Pbxip1	protein_coding	PBX homeobox interacting protein 1 [Source:RGD Symbol;Acc:1305180]
ENSRNOG00000020675	Ccdc97	protein_coding	coiled-coil domain containing 97 [Source:RGD Symbol;Acc:1309393]
ENSRNOG00000020676	Ppp1r14a	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:RGD Symbol;Acc:620536]
ENSRNOG00000020683	Hnrnpul1	protein_coding	heterogeneous nuclear ribonucleoprotein U-like 1 [Source:RGD Symbol;Acc:1307456]
ENSRNOG00000020686	Dkkl1	protein_coding	dickkopf like acrosomal protein 1 [Source:RGD Symbol;Acc:1563523]
ENSRNOG00000020687	Dpf1	protein_coding	double PHD fingers 1 [Source:RGD Symbol;Acc:61868]
ENSRNOG00000020689	Cpeb3	protein_coding	cytoplasmic polyadenylation element binding protein 3 [Source:RGD Symbol;Acc:1564670]
ENSRNOG00000020692	Tmem216	protein_coding	transmembrane protein 216 [Source:RGD Symbol;Acc:1304607]
ENSRNOG00000020695	Tead2	protein_coding	TEA domain transcription factor 2 [Source:RGD Symbol;Acc:1593252]
ENSRNOG00000020696	Pmvk	protein_coding	phosphomevalonate kinase [Source:RGD Symbol;Acc:1310812]
ENSRNOG00000020699	Cd37	protein_coding	CD37 molecule [Source:RGD Symbol;Acc:62035]
ENSRNOG00000020700		protein_coding	
ENSRNOG00000020702	Cyb561a3	protein_coding	cytochrome b561 family, member A3 [Source:RGD Symbol;Acc:1304670]
ENSRNOG00000020703	Sipa1l3	protein_coding	signal-induced proliferation-associated 1 like 3 [Source:RGD Symbol;Acc:1311432]
ENSRNOG00000020704	Tkfc	protein_coding	triokinase and FMN cyclase [Source:RGD Symbol;Acc:1311026]
ENSRNOG00000020705	Rnls	protein_coding	renalase, FAD-dependent amine oxidase [Source:RGD Symbol;Acc:1309804]
ENSRNOG00000020706	Kcnn3	protein_coding	potassium calcium-activated channel subfamily N member 3 [Source:RGD Symbol;Acc:2964]
ENSRNOG00000020713	Osbpl5	protein_coding	oxysterol binding protein-like 5 [Source:RGD Symbol;Acc:1308402]
ENSRNOG00000020714	Trpm4	protein_coding	transient receptor potential cation channel, subfamily M, member 4 [Source:RGD Symbol;Acc:620244]
ENSRNOG00000020715	Ddb1	protein_coding	damage-specific DNA binding protein 1 [Source:RGD Symbol;Acc:621889]
ENSRNOG00000020716	Axl	protein_coding	Axl receptor tyrosine kinase [Source:RGD Symbol;Acc:620028]
ENSRNOG00000020719	Hrc	protein_coding	histidine rich calcium binding protein [Source:RGD Symbol;Acc:727864]
ENSRNOG00000020723	Pten	protein_coding	phosphatase and tensin homolog [Source:RGD Symbol;Acc:61995]
ENSRNOG00000020726	Sipa1	protein_coding	signal-induced proliferation-associated 1 [Source:RGD Symbol;Acc:1303184]
ENSRNOG00000020731	Ppfia3	protein_coding	PTPRF interacting protein alpha 3 [Source:RGD Symbol;Acc:620054]
ENSRNOG00000020736	Nadsyn1	protein_coding	NAD synthetase 1 [Source:RGD Symbol;Acc:727801]
ENSRNOG00000020742	Pcnx3	protein_coding	pecanex 3 [Source:RGD Symbol;Acc:1305529]
ENSRNOG00000020743	Cyp2s1	protein_coding	cytochrome P450, family 2, subfamily s, polypeptide 1 [Source:RGD Symbol;Acc:1306078]
ENSRNOG00000020744	Adar	protein_coding	adenosine deaminase, RNA-specific [Source:RGD Symbol;Acc:71099]
ENSRNOG00000020746	Lin7b	protein_coding	lin-7 homolog B, crumbs cell polarity complex component [Source:RGD Symbol;Acc:620730]
ENSRNOG00000020762	Zfp260	protein_coding	zinc finger protein 260 [Source:RGD Symbol;Acc:621205]
ENSRNOG00000020763	Snrnp70	protein_coding	small nuclear ribonucleoprotein U1 subunit 70 [Source:RGD Symbol;Acc:1307120]
ENSRNOG00000020773	Map3k11	protein_coding	mitogen-activated protein kinase kinase kinase 11 [Source:RGD Symbol;Acc:1359261]
