gene	rTS_Plac1	e13.5_KO	e18.5_KO	gene	external_gene_name	gene_biotype	description
ENSRNOG00000070375	1	0	0	ENSRNOG00000070375		protein_coding	alpha-1-inhibitor III [Source:RGD Symbol;Acc:1584999]
ENSRNOG00000070613	1	0	0	ENSRNOG00000070613	Paep	protein_coding	progestagen associated endometrial protein [Source:RGD Symbol;Acc:2293817]
ENSRNOG00000070627	1	0	0	ENSRNOG00000070627	Ankrd60	protein_coding	uncharacterized LOC103691988 [Source:RGD Symbol;Acc:9091054]
ENSRNOG00000070827	1	1	0	ENSRNOG00000070827		protein_coding	
ENSRNOG00000070875	1	0	0	ENSRNOG00000070875	Nat8f4	protein_coding	N-acetyltransferase 8 (GCN5-related) family member 4 [Source:RGD Symbol;Acc:7636572]
ENSRNOG00000070918	1	0	0	ENSRNOG00000070918		protein_coding	
ENSRNOG00000071065	1	0	1	ENSRNOG00000071065	Gm14137	protein_coding	predicted gene 14137 [Source:MGI Symbol;Acc:MGI:3651144]
ENSRNOG00000071101	1	0	0	ENSRNOG00000071101	Tmem127	protein_coding	transmembrane protein 127 [Source:RGD Symbol;Acc:1309744]
ENSRNOG00000000184	1	0	0	ENSRNOG00000000184	Tmprss6	protein_coding	transmembrane serine protease 6 [Source:RGD Symbol;Acc:1307138]
ENSRNOG00000000869	1	0	1	ENSRNOG00000000869	Arhgef6	protein_coding	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:1920591]
ENSRNOG00000002285	1	0	0	ENSRNOG00000002285	Fam122b	protein_coding	family with sequence similarity 122, member B [Source:MGI Symbol;Acc:MGI:1926005]
ENSRNOG00000002379	1	1	1	ENSRNOG00000002379		protein_coding	
ENSRNOG00000002487	1	0	0	ENSRNOG00000002487	Mbnl3	protein_coding	muscleblind like splicing factor 3 [Source:MGI Symbol;Acc:MGI:2444912]
ENSRNOG00000002529	1	0	0	ENSRNOG00000002529	Rap2c	protein_coding	RAP2C, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1919315]
ENSRNOG00000002537	1	0	0	ENSRNOG00000002537	Wnk3	protein_coding	WNK lysine deficient protein kinase 3 [Source:MGI Symbol;Acc:MGI:2652875]
ENSRNOG00000002767	1	0	0	ENSRNOG00000002767	Dlg3	protein_coding	discs large MAGUK scaffold protein 3 [Source:MGI Symbol;Acc:MGI:1888986]
ENSRNOG00000002844	1	0	0	ENSRNOG00000002844	Usp27x	protein_coding	ubiquitin specific peptidase 27, X chromosome [Source:MGI Symbol;Acc:MGI:1859645]
ENSRNOG00000002959	1	0	0	ENSRNOG00000002959	Shroom4	protein_coding	shroom family member 4 [Source:RGD Symbol;Acc:1563434]
ENSRNOG00000003020	1	0	1	ENSRNOG00000003020	Slc25a47	protein_coding	solute carrier family 25, member 47 [Source:RGD Symbol;Acc:1303247]
ENSRNOG00000003063	1	0	0	ENSRNOG00000003063	Phka1	protein_coding	phosphorylase kinase regulatory subunit alpha 1 [Source:RGD Symbol;Acc:621522]
ENSRNOG00000003189	1	0	0	ENSRNOG00000003189	Cited1	protein_coding	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 [Source:RGD Symbol;Acc:620781]
ENSRNOG00000003812	1	1	0	ENSRNOG00000003812	Nlgn3	protein_coding	neuroligin 3 [Source:RGD Symbol;Acc:621119]
ENSRNOG00000004067	1	0	0	ENSRNOG00000004067	Nrcam	protein_coding	neuronal cell adhesion molecule [Source:RGD Symbol;Acc:3209]
ENSRNOG00000004100	1	0	1	ENSRNOG00000004100	Trib1	protein_coding	tribbles pseudokinase 1 [Source:RGD Symbol;Acc:621596]
ENSRNOG00000004148	1	0	0	ENSRNOG00000004148	Cdk17	protein_coding	cyclin-dependent kinase 17 [Source:RGD Symbol;Acc:1565593]
ENSRNOG00000004226	1	0	1	ENSRNOG00000004226	Irak3	protein_coding	interleukin-1 receptor-associated kinase 3 [Source:RGD Symbol;Acc:1308846]
ENSRNOG00000004275	1	0	0	ENSRNOG00000004275	Egfl6	protein_coding	EGF-like-domain, multiple 6 [Source:RGD Symbol;Acc:1563321]
ENSRNOG00000004303	1	1	0	ENSRNOG00000004303	Timp3	protein_coding	TIMP metallopeptidase inhibitor 3 [Source:RGD Symbol;Acc:3865]
ENSRNOG00000004317	1	1	0	ENSRNOG00000004317	Vipr2	protein_coding	vasoactive intestinal peptide receptor 2 [Source:RGD Symbol;Acc:3962]
ENSRNOG00000004322	1	1	0	ENSRNOG00000004322	Sh3kbp1	protein_coding	SH3-domain kinase binding protein 1 [Source:MGI Symbol;Acc:MGI:1889583]
ENSRNOG00000004367	1	0	0	ENSRNOG00000004367	Elk3	protein_coding	ETS transcription factor ELK3 [Source:RGD Symbol;Acc:1307764]
ENSRNOG00000004449	1	0	1	ENSRNOG00000004449	E2f6	protein_coding	E2F transcription factor 6 [Source:RGD Symbol;Acc:631412]
ENSRNOG00000004476	1	0	0	ENSRNOG00000004476	Wif1	protein_coding	Wnt inhibitory factor 1 [Source:RGD Symbol;Acc:619774]
ENSRNOG00000004520	1	0	0	ENSRNOG00000004520	Dync2i1	protein_coding	dynein 2 intermediate chain 1 [Source:RGD Symbol;Acc:1306493]
ENSRNOG00000004582	1	0	0	ENSRNOG00000004582	AABR07064983.1	protein_coding	similar to taube nuss [Source:RGD Symbol;Acc:1562299]
ENSRNOG00000004588	1	0	0	ENSRNOG00000004588	Zbed4	protein_coding	zinc finger, BED-type containing 4 [Source:RGD Symbol;Acc:1305949]
ENSRNOG00000004660	1	0	0	ENSRNOG00000004660	Fzd6	protein_coding	frizzled class receptor 6 [Source:RGD Symbol;Acc:628816]
ENSRNOG00000004685	1	0	0	ENSRNOG00000004685	Mta3	protein_coding	metastasis associated 1 family, member 3 [Source:RGD Symbol;Acc:1306803]
ENSRNOG00000004826	1	0	0	ENSRNOG00000004826	Sos2	protein_coding	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:RGD Symbol;Acc:620435]
ENSRNOG00000004893	1	0	0	ENSRNOG00000004893	Dmac2l	protein_coding	distal membrane arm assembly component 2 like [Source:RGD Symbol;Acc:1359208]
ENSRNOG00000004923	1	0	0	ENSRNOG00000004923	Map4k5	protein_coding	mitogen-activated protein kinase kinase kinase kinase 5 [Source:RGD Symbol;Acc:1562028]
ENSRNOG00000005054	1	0	0	ENSRNOG00000005054	Prox2	protein_coding	prospero homeobox 2 [Source:RGD Symbol;Acc:1310315]
ENSRNOG00000005129	1	0	0	ENSRNOG00000005129	Dtx3	protein_coding	deltex E3 ubiquitin ligase 3 [Source:RGD Symbol;Acc:1566181]
ENSRNOG00000005144	1	0	0	ENSRNOG00000005144	Tmem18	protein_coding	transmembrane protein 18 [Source:RGD Symbol;Acc:1359389]
ENSRNOG00000005292	1	0	0	ENSRNOG00000005292	Trip11	protein_coding	thyroid hormone receptor interactor 11 [Source:RGD Symbol;Acc:1586166]
ENSRNOG00000005299	1	0	0	ENSRNOG00000005299	Kif5a	protein_coding	kinesin family member 5A [Source:RGD Symbol;Acc:1303035]
ENSRNOG00000005345	1	0	0	ENSRNOG00000005345	Vsnl1	protein_coding	visinin-like 1 [Source:RGD Symbol;Acc:3966]
ENSRNOG00000005382	1	0	0	ENSRNOG00000005382	Mroh4	protein_coding	maestro heat-like repeat family member 4 [Source:RGD Symbol;Acc:1311993]
ENSRNOG00000005386	1	0	0	ENSRNOG00000005386	Kitlg	protein_coding	KIT ligand [Source:RGD Symbol;Acc:3086]
ENSRNOG00000005417	1	0	1	ENSRNOG00000005417	Zhx2	protein_coding	zinc fingers and homeoboxes 2 [Source:RGD Symbol;Acc:727926]
ENSRNOG00000005486	1	0	0	ENSRNOG00000005486	Phf20l1	protein_coding	PHD finger protein 20-like 1 [Source:RGD Symbol;Acc:1560141]
ENSRNOG00000005650	1	1	1	ENSRNOG00000005650	Pgf	protein_coding	placental growth factor [Source:RGD Symbol;Acc:619850]
ENSRNOG00000005678	1	1	0	ENSRNOG00000005678	Lamb1	protein_coding	laminin subunit beta 1 [Source:RGD Symbol;Acc:1306311]
ENSRNOG00000005713	1	0	0	ENSRNOG00000005713	Ccdc82	protein_coding	coiled-coil domain containing 82 [Source:RGD Symbol;Acc:1359666]
ENSRNOG00000005825	1	0	1	ENSRNOG00000005825	Lyz2	protein_coding	lysozyme 2 [Source:RGD Symbol;Acc:3026]
ENSRNOG00000005917	1	0	1	ENSRNOG00000005917	Pawr	protein_coding	pro-apoptotic WT1 regulator [Source:RGD Symbol;Acc:69065]
ENSRNOG00000005918	1	0	0	ENSRNOG00000005918	RGD1563941	protein_coding	predicted gene 5617 [Source:MGI Symbol;Acc:MGI:3643566]
ENSRNOG00000005930	1	0	1	ENSRNOG00000005930	Nnmt	protein_coding	nicotinamide N-methyltransferase [Source:RGD Symbol;Acc:1309606]
ENSRNOG00000005956	1	0	0	ENSRNOG00000005956	Erich5	protein_coding	glutamate-rich 5 [Source:RGD Symbol;Acc:1590540]
ENSRNOG00000006082	1	0	0	ENSRNOG00000006082	Rmdn2	protein_coding	regulator of microtubule dynamics 2 [Source:RGD Symbol;Acc:1559836]
ENSRNOG00000006104	1	0	0	ENSRNOG00000006104	Tg	protein_coding	thyroglobulin [Source:RGD Symbol;Acc:3848]
ENSRNOG00000006319	1	0	1	ENSRNOG00000006319	Cxcr6	protein_coding	C-X-C motif chemokine receptor 6 [Source:RGD Symbol;Acc:1642118]
ENSRNOG00000006399	1	0	0	ENSRNOG00000006399	Synj2bp	protein_coding	synaptojanin 2 binding protein [Source:RGD Symbol;Acc:69400]
ENSRNOG00000006699	1	0	0	ENSRNOG00000006699	Mlh3	protein_coding	mutL homolog 3 [Source:RGD Symbol;Acc:1309227]
ENSRNOG00000006700	1	0	1	ENSRNOG00000006700	Ntaq1	protein_coding	N-terminal glutamine amidase 1 [Source:RGD Symbol;Acc:1311362]
ENSRNOG00000006730	1	1	0	ENSRNOG00000006730	Ccr1l1	protein_coding	chemokine (C-C motif) receptor 1-like 1 [Source:RGD Symbol;Acc:1308007]
ENSRNOG00000006756	1	0	0	ENSRNOG00000006756	Maged1	protein_coding	MAGE family member D1 [Source:RGD Symbol;Acc:70898]
ENSRNOG00000006778	1	0	1	ENSRNOG00000006778	Mmp19	protein_coding	matrix metallopeptidase 19 [Source:RGD Symbol;Acc:1311376]
ENSRNOG00000006827	1	0	0	ENSRNOG00000006827	Tmem198b	protein_coding	transmembrane protein 198b [Source:RGD Symbol;Acc:1562342]
ENSRNOG00000006983	1	0	0	ENSRNOG00000006983	Nr2c1	protein_coding	nuclear receptor subfamily 2, group C, member 1 [Source:RGD Symbol;Acc:3200]
ENSRNOG00000006998	1	0	0	ENSRNOG00000006998	Fhl4	protein_coding	four and a half LIM domains 4 [Source:RGD Symbol;Acc:1308978]
ENSRNOG00000007081	1	1	1	ENSRNOG00000007081	Xdh	protein_coding	xanthine dehydrogenase [Source:RGD Symbol;Acc:62043]
ENSRNOG00000007323	1	0	1	ENSRNOG00000007323	Ric8b	protein_coding	RIC8 guanine nucleotide exchange factor B [Source:RGD Symbol;Acc:631419]
ENSRNOG00000007329	1	0	0	ENSRNOG00000007329	Frmd6	protein_coding	FERM domain containing 6 [Source:RGD Symbol;Acc:727810]
ENSRNOG00000007539	1	1	1	ENSRNOG00000007539	Rsad2	protein_coding	radical S-adenosyl methionine domain containing 2 [Source:RGD Symbol;Acc:620495]
ENSRNOG00000007561	1	0	0	ENSRNOG00000007561	Glb1l2	protein_coding	galactosidase, beta 1-like 2 [Source:RGD Symbol;Acc:1564436]
ENSRNOG00000007679	1	0	0	ENSRNOG00000007679	Cyth4	protein_coding	cytohesin 4 [Source:RGD Symbol;Acc:1564842]
ENSRNOG00000007728	1	0	1	ENSRNOG00000007728	Gsdmd	protein_coding	gasdermin D [Source:RGD Symbol;Acc:1307261]
ENSRNOG00000008037	1	0	0	ENSRNOG00000008037	Tmed1	protein_coding	transmembrane p24 trafficking protein 1 [Source:RGD Symbol;Acc:1311679]
ENSRNOG00000008046	1	0	0	ENSRNOG00000008046	Tmem30b	protein_coding	transmembrane protein 30B [Source:RGD Symbol;Acc:1308732]
ENSRNOG00000008048	1	0	1	ENSRNOG00000008048	Plscr2	protein_coding	phospholipid scramblase 1 [Source:RGD Symbol;Acc:620521]
ENSRNOG00000008057	1	0	0	ENSRNOG00000008057	Krt7	protein_coding	keratin 7 [Source:MGI Symbol;Acc:MGI:96704]
ENSRNOG00000008074	1	0	1	ENSRNOG00000008074	Cyp11a1	protein_coding	cytochrome P450, family 11, subfamily a, polypeptide 1 [Source:RGD Symbol;Acc:69325]
ENSRNOG00000008187	1	0	1	ENSRNOG00000008187	Ubash3b	protein_coding	ubiquitin associated and SH3 domain containing, B [Source:RGD Symbol;Acc:1310357]
ENSRNOG00000008236	1	0	0	ENSRNOG00000008236	Decr1	protein_coding	2,4-dienoyl-CoA reductase 1 [Source:RGD Symbol;Acc:70999]
ENSRNOG00000008242	1	0	0	ENSRNOG00000008242	RGD1305207	protein_coding	similar to RIKEN cDNA 1700011A15 [Source:RGD Symbol;Acc:1305207]
ENSRNOG00000008246	1	0	1	ENSRNOG00000008246	Emilin1	protein_coding	elastin microfibril interfacer 1 [Source:RGD Symbol;Acc:1311209]
ENSRNOG00000008340	1	0	0	ENSRNOG00000008340	RGD1309779	protein_coding	similar to ENSANGP00000021391 [Source:RGD Symbol;Acc:1309779]
ENSRNOG00000008356	1	1	0	ENSRNOG00000008356	Myo5c	protein_coding	myosin VC [Source:RGD Symbol;Acc:1309994]
ENSRNOG00000008526	1	0	0	ENSRNOG00000008526	Pdzd3	protein_coding	PDZ domain containing 3 [Source:RGD Symbol;Acc:1559807]
ENSRNOG00000008530	1	0	0	ENSRNOG00000008530	Stoml1	protein_coding	stomatin like 1 [Source:RGD Symbol;Acc:1559463]
ENSRNOG00000008586	1	0	0	ENSRNOG00000008586	Aldh1l2	protein_coding	aldehyde dehydrogenase 1 family, member L2 [Source:RGD Symbol;Acc:1309458]
ENSRNOG00000008592	1	0	0	ENSRNOG00000008592	Barx2	protein_coding	BARX homeobox 2 [Source:RGD Symbol;Acc:1584840]
ENSRNOG00000008713	1	0	0	ENSRNOG00000008713	Slc41a2	protein_coding	solute carrier family 41 member 2 [Source:RGD Symbol;Acc:1307292]
ENSRNOG00000008728	1	0	0	ENSRNOG00000008728	Unc79	protein_coding	unc-79 homolog, NALCN channel complex subunit [Source:RGD Symbol;Acc:1311117]
ENSRNOG00000008754	1	0	1	ENSRNOG00000008754	Flvcr2	protein_coding	FLVCR heme transporter 2 [Source:RGD Symbol;Acc:735098]
ENSRNOG00000008904	1	1	1	ENSRNOG00000008904	Fli1	protein_coding	Fli-1 proto-oncogene, ETS transcription factor [Source:RGD Symbol;Acc:1309837]
ENSRNOG00000008941	1	0	0	ENSRNOG00000008941	Ets1	protein_coding	ETS proto-oncogene 1, transcription factor [Source:RGD Symbol;Acc:2583]
ENSRNOG00000008961	1	0	0	ENSRNOG00000008961	Mapre3	protein_coding	microtubule-associated protein, RP/EB family, member 3 [Source:RGD Symbol;Acc:1359297]
ENSRNOG00000009005	1	0	1	ENSRNOG00000009005	Slco2a1	protein_coding	solute carrier organic anion transporter family, member 2a1 [Source:RGD Symbol;Acc:3051]
ENSRNOG00000009043	1	0	0	ENSRNOG00000009043	Piwil4	protein_coding	piwi-like RNA-mediated gene silencing 4 [Source:RGD Symbol;Acc:1311015]
ENSRNOG00000009054	1	0	0	ENSRNOG00000009054	Elmod1	protein_coding	ELMO domain containing 1 [Source:RGD Symbol;Acc:1564186]
ENSRNOG00000009094	1	0	0	ENSRNOG00000009094	Nudt4	protein_coding	nudix hydrolase 4 [Source:RGD Symbol;Acc:621355]
ENSRNOG00000009105	1	0	0	ENSRNOG00000009105	Kb15	protein_coding	type II keratin Kb15 [Source:RGD Symbol;Acc:1565564]
ENSRNOG00000009198	1	0	0	ENSRNOG00000009198	Rab6b	protein_coding	RAB6B, member RAS oncogene family [Source:RGD Symbol;Acc:1309958]
ENSRNOG00000009302	1	0	0	ENSRNOG00000009302	Zfp623	protein_coding	zinc finger protein 623 [Source:RGD Symbol;Acc:7635192]
ENSRNOG00000009336	1	0	0	ENSRNOG00000009336	Mapk15	protein_coding	mitogen-activated protein kinase 15 [Source:RGD Symbol;Acc:628675]
ENSRNOG00000009385	1	0	0	ENSRNOG00000009385	Pik3cg	protein_coding	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:RGD Symbol;Acc:1306468]
ENSRNOG00000009592	1	0	0	ENSRNOG00000009592	Cyb5r3	protein_coding	cytochrome b5 reductase 3 [Source:RGD Symbol;Acc:2502]
ENSRNOG00000009756	1	0	0	ENSRNOG00000009756	Pacsin2	protein_coding	protein kinase C and casein kinase substrate in neurons 2 [Source:RGD Symbol;Acc:69411]
ENSRNOG00000009772	1	0	0	ENSRNOG00000009772	Kirrel3	protein_coding	kirre like nephrin family adhesion molecule 3 [Source:RGD Symbol;Acc:1311382]
ENSRNOG00000009892	1	0	0	ENSRNOG00000009892	Adamts15	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 15 [Source:RGD Symbol;Acc:1309770]
ENSRNOG00000010060	1	0	0	ENSRNOG00000010060	Panx1	protein_coding	Pannexin 1 [Source:RGD Symbol;Acc:735204]
ENSRNOG00000010092	1	0	0	ENSRNOG00000010092	Magix	protein_coding	MAGI family member, X-linked [Source:RGD Symbol;Acc:1549729]
ENSRNOG00000010098	1	0	0	ENSRNOG00000010098	Plek2	protein_coding	pleckstrin 2 [Source:RGD Symbol;Acc:1305786]
ENSRNOG00000010149	1	0	0	ENSRNOG00000010149		protein_coding	
ENSRNOG00000010240	1	0	1	ENSRNOG00000010240	Tent5a	protein_coding	terminal nucleotidyltransferase 5A [Source:RGD Symbol;Acc:1311381]
ENSRNOG00000010260	1	0	0	ENSRNOG00000010260	Dixdc1	protein_coding	DIX domain containing 1 [Source:RGD Symbol;Acc:1309902]
ENSRNOG00000010362	1	0	0	ENSRNOG00000010362	Anxa2	protein_coding	annexin A2 [Source:RGD Symbol;Acc:621170]
ENSRNOG00000010459	1	0	0	ENSRNOG00000010459	Fbxo43	protein_coding	F-box protein 43 [Source:RGD Symbol;Acc:1310225]
ENSRNOG00000010524	1	1	1	ENSRNOG00000010524	Cryab	protein_coding	crystallin, alpha B [Source:RGD Symbol;Acc:2414]
ENSRNOG00000010646	1	0	0	ENSRNOG00000010646	Tmem229b	protein_coding	transmembrane protein 229B [Source:RGD Symbol;Acc:1562622]
ENSRNOG00000010650	1	0	0	ENSRNOG00000010650	Plekhh1	protein_coding	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:RGD Symbol;Acc:1308362]
ENSRNOG00000010663	1	0	0	ENSRNOG00000010663	Col6a5	protein_coding	collagen type VI alpha 5 chain [Source:RGD Symbol;Acc:1565804]
ENSRNOG00000010699	1	0	0	ENSRNOG00000010699	Trim43a	protein_coding	tripartite motif-containing 43A [Source:RGD Symbol;Acc:1561074]
ENSRNOG00000010914	1	0	0	ENSRNOG00000010914	Pigh	protein_coding	phosphatidylinositol glycan anchor biosynthesis, class H [Source:RGD Symbol;Acc:1311438]
ENSRNOG00000010934	1	0	0	ENSRNOG00000010934	Spa17	protein_coding	sperm autoantigenic protein 17 [Source:RGD Symbol;Acc:620154]
ENSRNOG00000011112	1	0	0	ENSRNOG00000011112	Fam161b	protein_coding	FAM161 centrosomal protein B [Source:RGD Symbol;Acc:1309058]
ENSRNOG00000011162	1	0	0	ENSRNOG00000011162	Smco4	protein_coding	single-pass membrane protein with coiled-coil domains 4 [Source:RGD Symbol;Acc:1309410]
ENSRNOG00000011199	1	0	0	ENSRNOG00000011199	Parp6	protein_coding	poly (ADP-ribose) polymerase family, member 6 [Source:RGD Symbol;Acc:1310937]
ENSRNOG00000011478	1	0	1	ENSRNOG00000011478	Ackr4	protein_coding	atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]
ENSRNOG00000011542	1	0	0	ENSRNOG00000011542	Coa8	protein_coding	cytochrome c oxidase assembly factor 8 [Source:RGD Symbol;Acc:1304719]
ENSRNOG00000011585	1	0	1	ENSRNOG00000011585	Fat3	protein_coding	FAT atypical cadherin 3 [Source:RGD Symbol;Acc:620657]
ENSRNOG00000011936	1	0	1	ENSRNOG00000011936	Abhd14a	protein_coding	abhydrolase domain containing 14A [Source:RGD Symbol;Acc:1309721]
ENSRNOG00000012022	1	0	0	ENSRNOG00000012022	RGD1562914	protein_coding	RGD1562914 [Source:RGD Symbol;Acc:1562914]
ENSRNOG00000012090	1	0	0	ENSRNOG00000012090	Slc16a8	protein_coding	solute carrier family 16 member 8 [Source:RGD Symbol;Acc:69282]
ENSRNOG00000012123	1	0	0	ENSRNOG00000012123	Fdx1	protein_coding	ferredoxin 1 [Source:RGD Symbol;Acc:62036]
ENSRNOG00000012137	1	0	0	ENSRNOG00000012137	Cenatac	protein_coding	centrosomal AT-AC splicing factor [Source:RGD Symbol;Acc:1597440]
ENSRNOG00000012237	1	0	0	ENSRNOG00000012237	Rdx	protein_coding	radixin [Source:RGD Symbol;Acc:1359472]
ENSRNOG00000012430	1	0	0	ENSRNOG00000012430	Cxcr5	protein_coding	C-X-C motif chemokine receptor 5 [Source:RGD Symbol;Acc:62010]
ENSRNOG00000012470	1	0	1	ENSRNOG00000012470	Zc3h12c	protein_coding	zinc finger CCCH type containing 12C [Source:RGD Symbol;Acc:1565078]
ENSRNOG00000012562	1	0	0	ENSRNOG00000012562	Grin3b	protein_coding	glutamate ionotropic receptor NMDA type subunit 3B [Source:RGD Symbol;Acc:621705]
ENSRNOG00000012686	1	0	0	ENSRNOG00000012686	Pomc	protein_coding	proopiomelanocortin [Source:RGD Symbol;Acc:3366]
ENSRNOG00000012865	1	0	1	ENSRNOG00000012865	Parp3	protein_coding	poly (ADP-ribose) polymerase family, member 3 [Source:RGD Symbol;Acc:1305189]
ENSRNOG00000012939	1	0	0	ENSRNOG00000012939	Abca7	protein_coding	ATP binding cassette subfamily A member 7 [Source:RGD Symbol;Acc:1303134]
ENSRNOG00000012962	1	0	0	ENSRNOG00000012962	Nudt16	protein_coding	nudix hydrolase 16 [Source:RGD Symbol;Acc:1311387]
ENSRNOG00000013067	1	1	1	ENSRNOG00000013067	Phf21b	protein_coding	PHD finger protein 21B [Source:RGD Symbol;Acc:1308739]
ENSRNOG00000013305	1	0	0	ENSRNOG00000013305	Atp2c1	protein_coding	ATPase secretory pathway Ca2+ transporting 1 [Source:RGD Symbol;Acc:621311]
ENSRNOG00000013399	1	0	0	ENSRNOG00000013399	Minar1	protein_coding	membrane integral NOTCH2 associated receptor 1 [Source:RGD Symbol;Acc:1591930]
ENSRNOG00000013577	1	0	0	ENSRNOG00000013577	Kdelr3	protein_coding	KDEL endoplasmic reticulum protein retention receptor 3 [Source:RGD Symbol;Acc:1311536]
ENSRNOG00000013889	1	0	0	ENSRNOG00000013889	Tmed3	protein_coding	transmembrane p24 trafficking protein 3 [Source:RGD Symbol;Acc:1303327]
ENSRNOG00000014719	1	0	0	ENSRNOG00000014719	Snx19	protein_coding	sorting nexin 19 [Source:RGD Symbol;Acc:1309857]
ENSRNOG00000014832	1	0	1	ENSRNOG00000014832	Mapkapk3	protein_coding	MAPK activated protein kinase 3 [Source:RGD Symbol;Acc:1304980]
ENSRNOG00000014850	1	0	0	ENSRNOG00000014850	Amhr2	protein_coding	anti-Mullerian hormone receptor type 2 [Source:RGD Symbol;Acc:70964]
ENSRNOG00000015149	1	0	0	ENSRNOG00000015149	Nrg4	protein_coding	neuregulin 4 [Source:RGD Symbol;Acc:1589860]
ENSRNOG00000015201	1	0	0	ENSRNOG00000015201	Tmem266	protein_coding	transmembrane protein 266 [Source:RGD Symbol;Acc:1562084]
ENSRNOG00000015554	1	0	0	ENSRNOG00000015554	Ankdd1a	protein_coding	ankyrin repeat and death domain containing 1A [Source:RGD Symbol;Acc:1586052]
ENSRNOG00000015566	1	0	0	ENSRNOG00000015566	Atp6v1e2	protein_coding	ATPase H+ transporting V1 subunit E2 [Source:RGD Symbol;Acc:1311680]
ENSRNOG00000015718	1	0	0	ENSRNOG00000015718	RGD1307461	protein_coding	similar to RIKEN cDNA 6430571L13 gene; similar to g20 protein [Source:RGD Symbol;Acc:1307461]
ENSRNOG00000016384	1	0	0	ENSRNOG00000016384	Pik3cb	protein_coding	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta [Source:RGD Symbol;Acc:620917]
ENSRNOG00000016412	1	0	0	ENSRNOG00000016412	Fxyd6	protein_coding	FXYD domain-containing ion transport regulator 6 [Source:RGD Symbol;Acc:69315]
ENSRNOG00000016592	1	0	0	ENSRNOG00000016592	Gnai2	protein_coding	G protein subunit alpha i2 [Source:RGD Symbol;Acc:620243]
ENSRNOG00000016622	1	0	0	ENSRNOG00000016622	Ankra2	protein_coding	ankyrin repeat family A member 2 [Source:RGD Symbol;Acc:1303108]
ENSRNOG00000017119	1	0	0	ENSRNOG00000017119	Ciao2a	protein_coding	cytosolic iron-sulfur assembly component 2A [Source:RGD Symbol;Acc:1307481]
ENSRNOG00000017208	1	1	1	ENSRNOG00000017208	Cspg4	protein_coding	chondroitin sulfate proteoglycan 4 [Source:RGD Symbol;Acc:619942]
ENSRNOG00000017589	1	0	0	ENSRNOG00000017589	Gnat1	protein_coding	G protein subunit alpha transducin 1 [Source:RGD Symbol;Acc:1304683]
ENSRNOG00000017600	1	0	0	ENSRNOG00000017600	Ptpn9	protein_coding	protein tyrosine phosphatase, non-receptor type 9 [Source:RGD Symbol;Acc:628726]
