gene	rTS_SCR	e13.5_WT	e18.5_WT	gene	external_gene_name	gene_biotype	description
ENSRNOG00000028619	1	0	0	ENSRNOG00000028619	Hoxc8	protein_coding	homeobox C8 [Source:RGD Symbol;Acc:2821]
ENSRNOG00000028679	1	0	0	ENSRNOG00000028679	Hoxc13	protein_coding	homeobox C13 [Source:RGD Symbol;Acc:1563984]
ENSRNOG00000028822	1	0	0	ENSRNOG00000028822	Bex3	protein_coding	brain expressed X-linked 3 [Source:MGI Symbol;Acc:MGI:1338016]
ENSRNOG00000028993	1	0	0	ENSRNOG00000028993	Rpl12	protein_coding	ribosomal protein L12 [Source:RGD Symbol;Acc:1565106]
ENSRNOG00000028996	1	0	0	ENSRNOG00000028996	Krt1	protein_coding	keratin 1 [Source:RGD Symbol;Acc:1359664]
ENSRNOG00000029055	1	0	1	ENSRNOG00000029055	Ttk	protein_coding	Ttk protein kinase [Source:RGD Symbol;Acc:1305558]
ENSRNOG00000029078	1	0	0	ENSRNOG00000029078		protein_coding	
ENSRNOG00000029089	1	0	1	ENSRNOG00000029089	Foxr1	protein_coding	forkhead box R1 [Source:RGD Symbol;Acc:1309739]
ENSRNOG00000029450	1	1	1	ENSRNOG00000029450	Adgrb1	protein_coding	adhesion G protein-coupled receptor B1 [Source:RGD Symbol;Acc:1305608]
ENSRNOG00000029594	1	1	0	ENSRNOG00000029594	AABR07064000.1	protein_coding	60S ribosomal protein L29-like [Source:RGD Symbol;Acc:40972876]
ENSRNOG00000029637	1	0	0	ENSRNOG00000029637	Acot6	protein_coding	acyl-CoA thioesterase 6 [Source:RGD Symbol;Acc:1309669]
ENSRNOG00000029738	1	0	0	ENSRNOG00000029738	Diras1	protein_coding	DIRAS family GTPase 1 [Source:RGD Symbol;Acc:1310445]
ENSRNOG00000029814	1	0	0	ENSRNOG00000029814	Prtn3	protein_coding	proteinase 3 [Source:RGD Symbol;Acc:1304898]
ENSRNOG00000029862	1	0	1	ENSRNOG00000029862	Spc24	protein_coding	SPC24 component of NDC80 kinetochore complex [Source:RGD Symbol;Acc:1307631]
ENSRNOG00000030098	1	0	0	ENSRNOG00000030098	Trim71	protein_coding	tripartite motif containing 71 [Source:RGD Symbol;Acc:1566388]
ENSRNOG00000030101	1	0	1	ENSRNOG00000030101	Traip	protein_coding	TRAF-interacting protein [Source:RGD Symbol;Acc:1309761]
ENSRNOG00000030296	1	0	0	ENSRNOG00000030296	AABR07071195.1	protein_coding	60S ribosomal protein L31-like [Source:RGD Symbol;Acc:7748306]
ENSRNOG00000030714	1	0	0	ENSRNOG00000030714	Bsn	protein_coding	bassoon (presynaptic cytomatrix protein) [Source:RGD Symbol;Acc:2223]
ENSRNOG00000031233	1	0	0	ENSRNOG00000031233	Mapk12	protein_coding	mitogen-activated protein kinase 12 [Source:RGD Symbol;Acc:70975]
ENSRNOG00000031612	1	0	1	ENSRNOG00000031612	Gls2	protein_coding	glutaminase 2 [Source:RGD Symbol;Acc:620359]
ENSRNOG00000032026	1	0	1	ENSRNOG00000032026	AABR07058914.1	protein_coding	putative fidgetin-like protein 2-like [Source:RGD Symbol;Acc:7552859]
ENSRNOG00000032178	1	0	0	ENSRNOG00000032178	Cenpa	protein_coding	centromere protein A [Source:RGD Symbol;Acc:1563607]
ENSRNOG00000032261	1	1	0	ENSRNOG00000032261	Cyp2d4	protein_coding	cytochrome P450, family 2, subfamily d, polypeptide 4 [Source:RGD Symbol;Acc:620640]
ENSRNOG00000032364	1	0	0	ENSRNOG00000032364	Tbcel	protein_coding	tubulin folding cofactor E-like [Source:RGD Symbol;Acc:1308880]
ENSRNOG00000032401	1	0	0	ENSRNOG00000032401	H3f3c	protein_coding	H3 histone family member 3C [Source:RGD Symbol;Acc:2321290]
ENSRNOG00000032446	1	0	0	ENSRNOG00000032446	Recql4	protein_coding	RecQ like helicase 4 [Source:RGD Symbol;Acc:1307732]
ENSRNOG00000032569	1	1	0	ENSRNOG00000032569	Lingo3	protein_coding	leucine rich repeat and Ig domain containing 3 [Source:RGD Symbol;Acc:1592209]
ENSRNOG00000032618	1	0	0	ENSRNOG00000032618	Mst1r	protein_coding	macrophage stimulating 1 receptor [Source:RGD Symbol;Acc:1306465]
ENSRNOG00000032626	1	0	0	ENSRNOG00000032626	Mmp3	protein_coding	matrix metallopeptidase 3 [Source:RGD Symbol;Acc:621317]
ENSRNOG00000032777	1	0	0	ENSRNOG00000032777	AABR07058519.1	protein_coding	ribosomal protein L26, pseudogene 1 [Source:RGD Symbol;Acc:1590264]
ENSRNOG00000032807	1	0	0	ENSRNOG00000032807		protein_coding	40S ribosomal protein S21-like [Source:RGD Symbol;Acc:2323689]
ENSRNOG00000033059	1	0	0	ENSRNOG00000033059	Galnt6	protein_coding	polypeptide N-acetylgalactosaminyltransferase 6 [Source:RGD Symbol;Acc:2319726]
ENSRNOG00000033090	1	0	0	ENSRNOG00000033090	Ltbp1	protein_coding	latent transforming growth factor beta binding protein 1 [Source:RGD Symbol;Acc:68379]
ENSRNOG00000033262	1	0	1	ENSRNOG00000033262	Reep6	protein_coding	receptor accessory protein 6 [Source:RGD Symbol;Acc:1309508]
ENSRNOG00000033335	1	0	1	ENSRNOG00000033335	Cenpi	protein_coding	centromere protein I [Source:RGD Symbol;Acc:2631]
ENSRNOG00000033496	1	0	0	ENSRNOG00000033496	Igdcc4	protein_coding	immunoglobulin superfamily, DCC subclass, member 4 [Source:RGD Symbol;Acc:1310919]
ENSRNOG00000033608	1	0	0	ENSRNOG00000033608	Cd276	protein_coding	Cd276 molecule [Source:RGD Symbol;Acc:727815]
ENSRNOG00000033787	1	0	0	ENSRNOG00000033787	Adamtsl5	protein_coding	ADAMTS-like 5 [Source:RGD Symbol;Acc:1305607]
ENSRNOG00000033844	1	1	1	ENSRNOG00000033844	Bex1	protein_coding	protein BEX1-like [Source:RGD Symbol;Acc:6488322]
ENSRNOG00000034102	1	1	0	ENSRNOG00000034102	Plk5	protein_coding	polo-like kinase 5 [Source:RGD Symbol;Acc:1305038]
ENSRNOG00000034116	1	0	0	ENSRNOG00000034116	Gk	protein_coding	glycerol kinase [Source:MGI Symbol;Acc:MGI:106594]
ENSRNOG00000034182	1	0	0	ENSRNOG00000034182		protein_coding	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4 [Source:RGD Symbol;Acc:2319146]
ENSRNOG00000034198	1	0	0	ENSRNOG00000034198	Tceal9	protein_coding	transcription elongation factor A like 9 [Source:MGI Symbol;Acc:MGI:109567]
ENSRNOG00000034240	1	0	1	ENSRNOG00000034240	Bcor	protein_coding	BCL6 co-repressor [Source:RGD Symbol;Acc:1562735]
ENSRNOG00000036839	1	0	0	ENSRNOG00000036839	Hnrnpa1	protein_coding	heterogeneous nuclear ribonucleoprotein A1 [Source:RGD Symbol;Acc:69234]
ENSRNOG00000037172	1	0	0	ENSRNOG00000037172	AC132539.2	protein_coding	similar to 60S ribosomal protein L29 (P23) [Source:RGD Symbol;Acc:1564138]
ENSRNOG00000037455	1	0	0	ENSRNOG00000037455	AABR07039303.2	protein_coding	family with sequence similarity 9, member B [Source:NCBI gene (formerly Entrezgene);Acc:100360496]
ENSRNOG00000037610	1	0	0	ENSRNOG00000037610		protein_coding	
ENSRNOG00000037661	1	0	0	ENSRNOG00000037661		protein_coding	
ENSRNOG00000037799	1	0	0	ENSRNOG00000037799	Hdx	protein_coding	highly divergent homeobox [Source:RGD Symbol;Acc:1563666]
ENSRNOG00000037911	1	0	0	ENSRNOG00000037911		protein_coding	LRRGT00193 [Source:RGD Symbol;Acc:1594204]
ENSRNOG00000038035	1	0	1	ENSRNOG00000038035	Kif4a	protein_coding	kinesin family member 4A [Source:RGD Symbol;Acc:620526]
ENSRNOG00000038267	1	0	0	ENSRNOG00000038267	AABR07038554.1	protein_coding	
ENSRNOG00000038686	1	0	0	ENSRNOG00000038686	Ap1s2	protein_coding	adaptor-related protein complex 1, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1889383]
ENSRNOG00000038864	1	0	0	ENSRNOG00000038864	AC135409.1	protein_coding	
ENSRNOG00000039203	1	0	1	ENSRNOG00000039203	AABR07040892.1	protein_coding	similar to 40S ribosomal protein S9 [Source:RGD Symbol;Acc:1566136]
ENSRNOG00000039390	1	0	0	ENSRNOG00000039390	Slc37a2	protein_coding	solute carrier family 37 member 2 [Source:RGD Symbol;Acc:1564160]
ENSRNOG00000039815	1	0	0	ENSRNOG00000039815	Zfp512	protein_coding	zinc finger protein 512 [Source:RGD Symbol;Acc:1561526]
ENSRNOG00000039859	1	0	0	ENSRNOG00000039859	Dnmt1	protein_coding	DNA methyltransferase 1 [Source:RGD Symbol;Acc:620979]
ENSRNOG00000039902	1	0	0	ENSRNOG00000039902	Lbh	protein_coding	LBH regulator of WNT signaling pathway [Source:RGD Symbol;Acc:1584525]
ENSRNOG00000039949	1	0	1	ENSRNOG00000039949	Rad54b	protein_coding	RAD54 homolog B [Source:RGD Symbol;Acc:1306507]
ENSRNOG00000039980	1	0	0	ENSRNOG00000039980	Slc25a5	protein_coding	solute carrier family 25 member 5 [Source:RGD Symbol;Acc:620353]
ENSRNOG00000040008	1	0	0	ENSRNOG00000040008	RGD1560927	protein_coding	RGD1560927 [Source:RGD Symbol;Acc:1560927]
ENSRNOG00000042056	1	1	0	ENSRNOG00000042056	Syce3	protein_coding	synaptonemal complex central element protein 3 [Source:RGD Symbol;Acc:1586367]
ENSRNOG00000042140	1	0	0	ENSRNOG00000042140	Eomes	protein_coding	eomesodermin [Source:RGD Symbol;Acc:1359706]
ENSRNOG00000042391	1	0	0	ENSRNOG00000042391	Serpina9	protein_coding	serpin family A member 9 [Source:RGD Symbol;Acc:1304789]
ENSRNOG00000042460	1	1	0	ENSRNOG00000042460	Hmga2	protein_coding	high mobility group AT-hook 2 [Source:RGD Symbol;Acc:620617]
ENSRNOG00000042886	1	0	1	ENSRNOG00000042886	Rps28	protein_coding	ribosomal protein S28 [Source:RGD Symbol;Acc:621046]
ENSRNOG00000043026	1	0	0	ENSRNOG00000043026	AC128207.2	protein_coding	
ENSRNOG00000043143	1	0	0	ENSRNOG00000043143	Eml1	protein_coding	EMAP like 1 [Source:RGD Symbol;Acc:1306374]
ENSRNOG00000043348	1	0	1	ENSRNOG00000043348	Rpl39	protein_coding	ribosomal protein L39 [Source:RGD Symbol;Acc:3593]
ENSRNOG00000043498	1	0	0	ENSRNOG00000043498	Sik2	protein_coding	salt-inducible kinase 2 [Source:RGD Symbol;Acc:1559698]
ENSRNOG00000045885	1	0	0	ENSRNOG00000045885	Rps17	protein_coding	ribosomal protein S17 [Source:RGD Symbol;Acc:62027]
ENSRNOG00000046064	1	0	0	ENSRNOG00000046064	RGD1308005	protein_coding	similar to RIKEN cDNA 9630033F20 gene [Source:RGD Symbol;Acc:1308005]
ENSRNOG00000046159	1	0	0	ENSRNOG00000046159	Gns	protein_coding	glucosamine (N-acetyl)-6-sulfatase [Source:RGD Symbol;Acc:1305877]
ENSRNOG00000046191	1	0	1	ENSRNOG00000046191	Cgas	protein_coding	cyclic GMP-AMP synthase [Source:RGD Symbol;Acc:1586939]
ENSRNOG00000046245	1	0	0	ENSRNOG00000046245	AABR07057423.1	protein_coding	membrane associated ring-CH-type finger 9 [Source:RGD Symbol;Acc:1590688]
ENSRNOG00000046309	1	0	0	ENSRNOG00000046309	Gpr68	protein_coding	G protein-coupled receptor 68 [Source:RGD Symbol;Acc:1309559]
ENSRNOG00000046848	1	1	0	ENSRNOG00000046848	PCOLCE2	protein_coding	procollagen C-endopeptidase enhancer 2 [Source:RGD Symbol;Acc:1595195]
ENSRNOG00000046864	1	0	0	ENSRNOG00000046864	Acot4	protein_coding	acyl-CoA thioesterase 4 [Source:RGD Symbol;Acc:1596753]
ENSRNOG00000047132	1	0	0	ENSRNOG00000047132	Zfp182	protein_coding	zinc finger protein 182 [Source:RGD Symbol;Acc:6490591]
ENSRNOG00000047491	1	0	1	ENSRNOG00000047491	AABR07037520.1	protein_coding	
ENSRNOG00000047606	1	0	0	ENSRNOG00000047606	Bcl2a1	protein_coding	BCL2-related protein A1 [Source:RGD Symbol;Acc:620621]
ENSRNOG00000047663	1	0	1	ENSRNOG00000047663	Gata1	protein_coding	GATA binding protein 1 [Source:RGD Symbol;Acc:2663]
ENSRNOG00000047768	1	0	0	ENSRNOG00000047768	Lamb2	protein_coding	laminin subunit beta 2 [Source:RGD Symbol;Acc:2988]
ENSRNOG00000047867	1	0	0	ENSRNOG00000047867	Klhdc8b	protein_coding	kelch domain containing 8B [Source:RGD Symbol;Acc:1359445]
ENSRNOG00000048004	1	0	0	ENSRNOG00000048004	Garem2	protein_coding	GRB2 associated regulator of MAPK1 subtype 2 [Source:RGD Symbol;Acc:1597138]
ENSRNOG00000048011	1	0	1	ENSRNOG00000048011	AABR07040695.1	protein_coding	
ENSRNOG00000048356	1	0	0	ENSRNOG00000048356	RGD1308750	protein_coding	similar to DNA segment, Chr 19, Brigham & Womens Genetics 1357 expressed [Source:RGD Symbol;Acc:1308750]
ENSRNOG00000048751	1	0	1	ENSRNOG00000048751	Rtl1	protein_coding	retrotransposon-like 1 [Source:RGD Symbol;Acc:11378340]
ENSRNOG00000048850	1	0	0	ENSRNOG00000048850	AABR07058441.1	protein_coding	similar to Ly6-B antigen gene [Source:RGD Symbol;Acc:1586182]
ENSRNOG00000048919	1	1	0	ENSRNOG00000048919	Iho1	protein_coding	interactor of HORMAD1 1 [Source:RGD Symbol;Acc:1596869]
ENSRNOG00000049392	1	0	1	ENSRNOG00000049392	Sowahd	protein_coding	sosondowah ankyrin repeat domain family member D [Source:RGD Symbol;Acc:1563086]
ENSRNOG00000049407	1	0	0	ENSRNOG00000049407	Shisa8	protein_coding	shisa family member 8 [Source:RGD Symbol;Acc:1563996]
ENSRNOG00000050081	1	0	0	ENSRNOG00000050081	AABR07038269.1	protein_coding	
ENSRNOG00000050111	1	0	1	ENSRNOG00000050111	Cenpo	protein_coding	centromere protein O [Source:RGD Symbol;Acc:1590328]
ENSRNOG00000050868	1	0	1	ENSRNOG00000050868	Ddx43	protein_coding	DEAD-box helicase 43 [Source:RGD Symbol;Acc:1586947]
ENSRNOG00000051056	1	0	0	ENSRNOG00000051056	AABR07063279.1	protein_coding	fibronectin type III domain containing 4 [Source:RGD Symbol;Acc:6496095]
ENSRNOG00000051360	1	0	0	ENSRNOG00000051360	RGD1563270	protein_coding	similar to synaptonemal complex protein 3 [Source:RGD Symbol;Acc:1563270]
ENSRNOG00000051372	1	0	0	ENSRNOG00000051372	Mycn	protein_coding	MYCN proto-oncogene, bHLH transcription factor [Source:RGD Symbol;Acc:1584995]
ENSRNOG00000051704	1	0	0	ENSRNOG00000051704		protein_coding	
ENSRNOG00000051970	1	0	0	ENSRNOG00000051970	Aqp5	protein_coding	aquaporin 5 [Source:RGD Symbol;Acc:2144]
ENSRNOG00000052025	1	0	0	ENSRNOG00000052025	Tle5	protein_coding	TLE family member 5, transcriptional modulator [Source:RGD Symbol;Acc:2731]
ENSRNOG00000052289	1	0	0	ENSRNOG00000052289	Ptdss1	protein_coding	phosphatidylserine synthase 1 [Source:RGD Symbol;Acc:1308949]
ENSRNOG00000052296	1	0	1	ENSRNOG00000052296	Shank3	protein_coding	SH3 and multiple ankyrin repeat domains 3 [Source:RGD Symbol;Acc:69264]
ENSRNOG00000052549	1	0	1	ENSRNOG00000052549	Chga	protein_coding	chromogranin A [Source:RGD Symbol;Acc:2338]
ENSRNOG00000053351	1	0	0	ENSRNOG00000053351	Rhox3	protein_coding	reproductive homeobox on X chromosome 3 [Source:RGD Symbol;Acc:2301305]
ENSRNOG00000053397	1	0	0	ENSRNOG00000053397	Fmr1nb	protein_coding	FMR1 neighbor [Source:RGD Symbol;Acc:1564059]
ENSRNOG00000053402	1	0	0	ENSRNOG00000053402	Gabrq	protein_coding	gamma-aminobutyric acid type A receptor subunit theta [Source:RGD Symbol;Acc:68331]
ENSRNOG00000053769	1	1	0	ENSRNOG00000053769	Soat2	protein_coding	sterol O-acyltransferase 2 [Source:RGD Symbol;Acc:628865]
ENSRNOG00000053889	1	0	0	ENSRNOG00000053889	Celsr3	protein_coding	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:RGD Symbol;Acc:621787]
ENSRNOG00000054008	1	0	1	ENSRNOG00000054008	Scamp5	protein_coding	secretory carrier membrane protein 5 [Source:RGD Symbol;Acc:68356]
ENSRNOG00000054052	1	0	0	ENSRNOG00000054052	Ppp4r4	protein_coding	protein phosphatase 4, regulatory subunit 4 [Source:RGD Symbol;Acc:1560932]
ENSRNOG00000054250	1	0	0	ENSRNOG00000054250	Fam186b	protein_coding	family with sequence similarity 186, member B [Source:RGD Symbol;Acc:1559522]
ENSRNOG00000054274	1	0	1	ENSRNOG00000054274	Cacnb3	protein_coding	calcium voltage-gated channel auxiliary subunit beta 3 [Source:RGD Symbol;Acc:2248]
ENSRNOG00000054286	1	0	0	ENSRNOG00000054286	Rrm2	protein_coding	ribonucleotide reductase regulatory subunit M2 [Source:RGD Symbol;Acc:1598310]
ENSRNOG00000054757	1	0	0	ENSRNOG00000054757	Adcy6	protein_coding	adenylate cyclase 6 [Source:RGD Symbol;Acc:2035]
ENSRNOG00000054902	1	0	1	ENSRNOG00000054902	Trpc1	protein_coding	transient receptor potential cation channel, subfamily C, member 1 [Source:RGD Symbol;Acc:619783]
ENSRNOG00000055049	1	0	0	ENSRNOG00000055049	Aldh1a2	protein_coding	aldehyde dehydrogenase 1 family, member A2 [Source:RGD Symbol;Acc:620250]
ENSRNOG00000055221	1	0	0	ENSRNOG00000055221	Acot1	protein_coding	acyl-CoA thioesterase 1 [Source:RGD Symbol;Acc:70894]
ENSRNOG00000055251	1	0	0	ENSRNOG00000055251	Prtg	protein_coding	protogenin [Source:RGD Symbol;Acc:1307157]
ENSRNOG00000055305	1	0	0	ENSRNOG00000055305	Parvb	protein_coding	parvin, beta [Source:RGD Symbol;Acc:1311485]
ENSRNOG00000055408	1	0	0	ENSRNOG00000055408	Gcat	protein_coding	glycine C-acetyltransferase [Source:RGD Symbol;Acc:1307291]
ENSRNOG00000055496	1	0	0	ENSRNOG00000055496		protein_coding	zinc finger protein OZF-like [Source:RGD Symbol;Acc:9236890]
ENSRNOG00000055530	1	1	0	ENSRNOG00000055530	Panx2	protein_coding	pannexin 2 [Source:RGD Symbol;Acc:735191]
ENSRNOG00000055648	1	0	0	ENSRNOG00000055648	Haus7	protein_coding	HAUS augmin-like complex, subunit 7 [Source:MGI Symbol;Acc:MGI:1920988]
ENSRNOG00000055661	1	0	0	ENSRNOG00000055661		protein_coding	similar to importin 11 [Source:RGD Symbol;Acc:1584965]
ENSRNOG00000055777	1	0	0	ENSRNOG00000055777	AABR07064980.1	protein_coding	ribosomal protein L36-like [Source:RGD Symbol;Acc:2325111]
ENSRNOG00000055962	1	0	1	ENSRNOG00000055962	Bgn	protein_coding	biglycan [Source:RGD Symbol;Acc:2207]
ENSRNOG00000056011	1	1	1	ENSRNOG00000056011		protein_coding	ribose-phosphate pyrophosphokinase I -like [Source:RGD Symbol;Acc:1359636]
ENSRNOG00000056012	1	0	1	ENSRNOG00000056012	Syt16	protein_coding	synaptotagmin 16 [Source:RGD Symbol;Acc:1564654]
ENSRNOG00000056398	1	0	0	ENSRNOG00000056398	AABR07036855.1	protein_coding	multifunctional protein ADE2-like [Source:RGD Symbol;Acc:2323267]
ENSRNOG00000056610	1	0	0	ENSRNOG00000056610	Cog5	protein_coding	component of oligomeric golgi complex 5 [Source:RGD Symbol;Acc:1563296]
ENSRNOG00000056765	1	0	0	ENSRNOG00000056765	Rpl10	protein_coding	ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:105943]
ENSRNOG00000057031	1	0	0	ENSRNOG00000057031	Six3	protein_coding	SIX homeobox 3 [Source:RGD Symbol;Acc:620909]
ENSRNOG00000057315	1	0	0	ENSRNOG00000057315	Kcnh3	protein_coding	potassium voltage-gated channel subfamily H member 3 [Source:RGD Symbol;Acc:71070]
ENSRNOG00000057416	1	0	0	ENSRNOG00000057416	Zfp763	protein_coding	zinc finger protein 763 [Source:RGD Symbol;Acc:1306264]
ENSRNOG00000057753	1	0	0	ENSRNOG00000057753	Nup62cl	protein_coding	nucleoporin 62 C-terminal like [Source:MGI Symbol;Acc:MGI:2685565]
ENSRNOG00000057814	1	0	0	ENSRNOG00000057814	Nsdhl	protein_coding	NAD(P) dependent steroid dehydrogenase-like [Source:MGI Symbol;Acc:MGI:1099438]
ENSRNOG00000057824	1	0	0	ENSRNOG00000057824	AABR07057617.1	protein_coding	
ENSRNOG00000058271	1	0	0	ENSRNOG00000058271	Chpt1	protein_coding	choline phosphotransferase 1 [Source:RGD Symbol;Acc:1359283]
ENSRNOG00000058866	1	0	0	ENSRNOG00000058866	Myo5a	protein_coding	myosin VA [Source:RGD Symbol;Acc:3143]
ENSRNOG00000058904	1	1	1	ENSRNOG00000058904		protein_coding	
ENSRNOG00000058916	1	0	0	ENSRNOG00000058916	Ccdc65	protein_coding	coiled-coil domain containing 65 [Source:RGD Symbol;Acc:1595842]
ENSRNOG00000058938	1	0	0	ENSRNOG00000058938	Camkv	protein_coding	CaM kinase-like vesicle-associated [Source:RGD Symbol;Acc:621488]
ENSRNOG00000058975	1	0	0	ENSRNOG00000058975	Iqsec2	protein_coding	IQ motif and Sec7 domain ArfGEF 2 [Source:RGD Symbol;Acc:1596452]
ENSRNOG00000059593	1	0	0	ENSRNOG00000059593	Cetn2	protein_coding	centrin 2 [Source:MGI Symbol;Acc:MGI:1347085]
ENSRNOG00000059605	1	0	0	ENSRNOG00000059605	Ddn	protein_coding	dendrin [Source:RGD Symbol;Acc:2497]
ENSRNOG00000059655	1	0	0	ENSRNOG00000059655	RGD1564855	protein_coding	similar to RuvB-like protein 1 [Source:RGD Symbol;Acc:1564855]
ENSRNOG00000059714	1	0	0	ENSRNOG00000059714	Hsp90aa1	protein_coding	heat shock protein 90 alpha family class A member 1 [Source:RGD Symbol;Acc:631409]
ENSRNOG00000059765	1	0	0	ENSRNOG00000059765	Asic1	protein_coding	acid sensing ion channel subunit 1 [Source:RGD Symbol;Acc:71062]
ENSRNOG00000059857	1	0	0	ENSRNOG00000059857	Rnd1	protein_coding	Rho family GTPase 1 [Source:RGD Symbol;Acc:1306338]
ENSRNOG00000060020	1	0	0	ENSRNOG00000060020	C1ql4	protein_coding	complement C1q like 4 [Source:RGD Symbol;Acc:1565968]
ENSRNOG00000060063	1	0	0	ENSRNOG00000060063		protein_coding	
ENSRNOG00000060168	1	0	0	ENSRNOG00000060168	Prkx	protein_coding	protein kinase, X-linked [Source:RGD Symbol;Acc:1564076]
ENSRNOG00000060262	1	0	0	ENSRNOG00000060262		protein_coding	
ENSRNOG00000060356	1	0	0	ENSRNOG00000060356	Kif15	protein_coding	kinesin family member 15 [Source:RGD Symbol;Acc:727790]
ENSRNOG00000060464	1	0	0	ENSRNOG00000060464	Plxna3	protein_coding	plexin A3 [Source:RGD Symbol;Acc:1584973]
ENSRNOG00000060614	1	0	0	ENSRNOG00000060614	Pxdn	protein_coding	peroxidasin [Source:RGD Symbol;Acc:1560694]
ENSRNOG00000060703	1	0	1	ENSRNOG00000060703	Troap	protein_coding	trophinin associated protein [Source:RGD Symbol;Acc:1306870]
ENSRNOG00000060846	1	1	0	ENSRNOG00000060846	Morc4	protein_coding	microrchidia 4 [Source:MGI Symbol;Acc:MGI:1922996]
ENSRNOG00000060912	1	0	0	ENSRNOG00000060912	Qars1	protein_coding	glutaminyl-tRNA synthetase 1 [Source:RGD Symbol;Acc:1359448]
ENSRNOG00000061073	1	0	0	ENSRNOG00000061073	Zfp275	protein_coding	zinc finger protein 275 [Source:RGD Symbol;Acc:1564630]
ENSRNOG00000061238	1	0	1	ENSRNOG00000061238	Wnt10b	protein_coding	Wnt family member 10B [Source:RGD Symbol;Acc:1304988]
ENSRNOG00000061376	1	0	0	ENSRNOG00000061376	Psca	protein_coding	prostate stem cell antigen [Source:RGD Symbol;Acc:1594221]
ENSRNOG00000061519	1	0	0	ENSRNOG00000061519	Asap2	protein_coding	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:RGD Symbol;Acc:1305263]
ENSRNOG00000061579	1	0	0	ENSRNOG00000061579	Rpl12-ps1	protein_coding	ribosomal protein L12, pseudogene 1 [Source:RGD Symbol;Acc:1306318]
ENSRNOG00000061782	1	0	0	ENSRNOG00000061782	Tspyl2	protein_coding	TSPY-like 2 [Source:RGD Symbol;Acc:1563283]
ENSRNOG00000061818	1	0	0	ENSRNOG00000061818	Wnt1	protein_coding	Wnt family member 1 [Source:RGD Symbol;Acc:1597195]
ENSRNOG00000062245	1	0	0	ENSRNOG00000062245	Ndufa10l1	protein_coding	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10-like 1 [Source:RGD Symbol;Acc:1589745]
ENSRNOG00000062466	1	0	0	ENSRNOG00000062466		protein_coding	
ENSRNOG00000062776	1	0	0	ENSRNOG00000062776	Zfp563	protein_coding	zinc finger protein 563 [Source:RGD Symbol;Acc:1308729]
ENSRNOG00000062806	1	0	0	ENSRNOG00000062806	Bex4	protein_coding	brain expressed, X-linked 4 [Source:NCBI gene (formerly Entrezgene);Acc:501624]
ENSRNOG00000062947	1	0	0	ENSRNOG00000062947		protein_coding	phosphomannomutase 1-like [Source:RGD Symbol;Acc:41400961]
ENSRNOG00000063076	1	0	0	ENSRNOG00000063076		protein_coding	
ENSRNOG00000063216	1	0	0	ENSRNOG00000063216	Ccnb2	protein_coding	cyclin B2 [Source:RGD Symbol;Acc:1308176]
ENSRNOG00000063278	1	0	1	ENSRNOG00000063278		protein_coding	similar to ribosomal protein L10a [Source:NCBI gene (formerly Entrezgene);Acc:302497]
ENSRNOG00000063755	1	0	0	ENSRNOG00000063755	Gas2l3	protein_coding	growth arrest-specific 2 like 3 [Source:RGD Symbol;Acc:1594151]
